=== seta sample 2026-09-14T01:00:45-04:00
[generator_gate] SETA_Synth/ask_ubuntu__6 nop r1 status=executed reward=0.0 elapsed=66.0s remaining=57646s
[generator_gate] SETA_Synth/nl2bash__001 nop r0 status=executed reward=0.0 elapsed=131.8s remaining=57514s
[generator_gate] SETA_Synth/nl2bash__001 oracle r0 status=executed reward=1.0 elapsed=135.7s remaining=57510s
[generator_gate] SETA_Synth/nl2bash__001 oracle r1 status=executed reward=1.0 elapsed=136.7s remaining=57509s
[generator_gate] SETA_Synth/nl2bash__001 nop r1 status=executed reward=0.0 elapsed=60.3s remaining=57454s
[generator_gate] prune after 160 tasks: images=0B builder=14480000000B
[generator_gate] SETA_Synth/ask_ubuntu__67 oracle r1 status=executed reward=1.0 elapsed=117.9s remaining=57317s
[generator_gate] SETA_Synth/ask_ubuntu__67 nop r0 status=executed reward=0.0 elapsed=120.4s remaining=57315s
[generator_gate] SETA_Synth/ask_ubuntu__67 oracle r0 status=executed reward=1.0 elapsed=120.7s remaining=57314s
[generator_gate] SETA_Synth/ask_ubuntu__67 nop r1 status=executed reward=0.0 elapsed=65.3s remaining=57252s
[generator_gate] SETA_Synth/unix_linux_se__383460 nop r0 status=executed reward=0.0 elapsed=105.9s remaining=57145s
[generator_gate] SETA_Synth/unix_linux_se__383460 oracle r0 status=executed reward=1.0 elapsed=107.0s remaining=57144s
[generator_gate] SETA_Synth/unix_linux_se__383460 oracle r1 status=executed reward=1.0 elapsed=108.4s remaining=57142s
[generator_gate] SETA_Synth/unix_linux_se__383460 nop r1 status=executed reward=0.0 elapsed=65.4s remaining=57079s
[generator_gate] SETA_Evolve/ask_ubuntu__887__d1 nop r0 status=executed reward=0.0 elapsed=182.0s remaining=56897s
[generator_gate] SETA_Evolve/ask_ubuntu__887__d1 oracle r1 status=executed reward=1.0 elapsed=186.9s remaining=56892s
[generator_gate] SETA_Evolve/ask_ubuntu__887__d1 oracle r0 status=executed reward=1.0 elapsed=187.0s remaining=56892s
[generator_gate] SETA_Evolve/ask_ubuntu__887__d1 nop r1 status=executed reward=0.0 elapsed=60.7s remaining=56836s
[generator_gate] SETA_Synth/nl2bash__590 nop r0 status=executed reward=0.0 elapsed=110.6s remaining=56725s
[generator_gate] SETA_Synth/nl2bash__590 oracle r0 status=executed reward=1.0 elapsed=120.6s remaining=56715s
[generator_gate] SETA_Synth/nl2bash__590 oracle r1 status=executed reward=1.0 elapsed=125.3s remaining=56711s
[generator_gate] SETA_Synth/nl2bash__590 nop r1 status=executed reward=0.0 elapsed=60.5s remaining=56665s
[generator_gate] SETA_Synth/kaggle_notebook__hesankazemnia_car-price-prediction-with-linear-regression nop r0 status=executed reward=0.0 elapsed=141.2s remaining=56522s
[generator_gate] SETA_Synth/kaggle_notebook__hesankazemnia_car-price-prediction-with-linear-regression oracle r1 status=executed reward=1.0 elapsed=155.5s remaining=56508s
[generator_gate] SETA_Synth/kaggle_notebook__hesankazemnia_car-price-prediction-with-linear-regression oracle r0 status=executed reward=1.0 elapsed=156.0s remaining=56508s
[generator_gate] SETA_Synth/kaggle_notebook__hesankazemnia_car-price-prediction-with-linear-regression nop r1 status=executed reward=0.0 elapsed=90.3s remaining=56432s
[generator_gate] SETA_Evolve/ask_ubuntu__1314__d1 oracle r0 status=executed reward=1.0 elapsed=126.2s remaining=56305s
[generator_gate] SETA_Evolve/ask_ubuntu__1314__d1 nop r0 status=executed reward=0.0 elapsed=131.3s remaining=56300s
[generator_gate] SETA_Evolve/ask_ubuntu__1314__d1 oracle r1 status=executed reward=1.0 elapsed=131.3s remaining=56300s
[generator_gate] SETA_Evolve/ask_ubuntu__1314__d1 nop r1 status=executed reward=0.0 elapsed=55.1s remaining=56250s
[generator_gate] SETA_Synth/unix_linux_se__101867 oracle r0 status=executed reward=1.0 elapsed=175.8s remaining=56074s
[generator_gate] SETA_Synth/unix_linux_se__101867 oracle r1 status=executed reward=1.0 elapsed=176.1s remaining=56074s
[generator_gate] SETA_Synth/unix_linux_se__101867 nop r0 status=executed reward=0.0 elapsed=176.1s remaining=56074s
[generator_gate] SETA_Synth/unix_linux_se__101867 nop r1 status=executed reward=0.0 elapsed=60.4s remaining=56013s
[generator_gate] SETA_Synth/stack_overflow__52609263 nop r0 status=executed reward=0.0 elapsed=150.1s remaining=55863s
[generator_gate] SETA_Synth/stack_overflow__52609263 oracle r0 status=executed reward=1.0 elapsed=155.1s remaining=55858s
[generator_gate] SETA_Synth/stack_overflow__52609263 oracle r1 status=executed reward=1.0 elapsed=160.3s remaining=55853s
[generator_gate] SETA_Synth/stack_overflow__52609263 nop r1 status=executed reward=0.0 elapsed=65.0s remaining=55798s
[generator_gate] SETA_Synth/unix_linux_se__20645 nop r0 status=executed reward=0.0 elapsed=85.0s remaining=55713s
[generator_gate] SETA_Synth/unix_linux_se__20645 oracle r1 status=executed reward=1.0 elapsed=85.0s remaining=55713s
[generator_gate] SETA_Synth/unix_linux_se__20645 oracle r0 status=executed reward=1.0 elapsed=85.0s remaining=55713s
[generator_gate] SETA_Synth/unix_linux_se__20645 nop r1 status=executed reward=0.0 elapsed=30.0s remaining=55683s
[generator_gate] SETA_Synth/kaggle_notebook__mahnazarjmand_car-data-prediction-with-linear-regression nop r0 status=executed reward=0.0 elapsed=156.2s remaining=55527s
[generator_gate] SETA_Synth/kaggle_notebook__mahnazarjmand_car-data-prediction-with-linear-regression oracle r1 status=executed reward=1.0 elapsed=166.2s remaining=55517s
[generator_gate] SETA_Synth/kaggle_notebook__mahnazarjmand_car-data-prediction-with-linear-regression oracle r0 status=executed reward=1.0 elapsed=181.3s remaining=55501s
[generator_gate] SETA_Synth/kaggle_notebook__mahnazarjmand_car-data-prediction-with-linear-regression nop r1 status=executed reward=0.0 elapsed=65.7s remaining=55461s
[generator_gate] SETA_Evolve/ask_ubuntu__13__d1 oracle r0 status=infra reward=None elapsed=15.2s remaining=55445s
[generator_gate] SETA_Evolve/ask_ubuntu__13__d1 nop r0 status=infra reward=None elapsed=15.3s remaining=55445s
[generator_gate] SETA_Evolve/ask_ubuntu__13__d1 nop r1 status=executed reward=0.0 elapsed=123.4s remaining=55322s
[generator_gate] SETA_Evolve/ask_ubuntu__13__d1 oracle r1 status=executed reward=1.0 elapsed=155.6s remaining=55304s
[generator_gate] SETA_Synth/ask_ubuntu__516 nop r0 status=executed reward=0.0 elapsed=142.6s remaining=55161s
[generator_gate] SETA_Synth/ask_ubuntu__516 oracle r0 status=executed reward=1.0 elapsed=182.1s remaining=55121s
[generator_gate] SETA_Synth/ask_ubuntu__516 oracle r1 status=executed reward=1.0 elapsed=189.4s remaining=55114s
[generator_gate] SETA_Synth/ask_ubuntu__516 nop r1 status=executed reward=0.0 elapsed=66.4s remaining=55094s
[generator_gate] SETA_Synth/nl2bash__044 oracle r1 status=executed reward=1.0 elapsed=216.9s remaining=54877s
[generator_gate] SETA_Synth/nl2bash__044 nop r0 status=executed reward=0.0 elapsed=217.2s remaining=54877s
[generator_gate] SETA_Synth/nl2bash__044 oracle r0 status=executed reward=1.0 elapsed=217.2s remaining=54877s
[generator_gate] SETA_Synth/nl2bash__044 nop r1 status=executed reward=0.0 elapsed=90.7s remaining=54787s
[generator_gate] SETA_Synth/ask_ubuntu__165 nop r0 status=executed reward=0.0 elapsed=207.4s remaining=54576s
[generator_gate] SETA_Synth/ask_ubuntu__165 oracle r0 status=executed reward=1.0 elapsed=232.7s remaining=54550s
[generator_gate] SETA_Synth/ask_ubuntu__165 oracle r1 status=executed reward=1.0 elapsed=232.8s remaining=54550s
[generator_gate] SETA_Synth/ask_ubuntu__165 nop r1 status=executed reward=0.0 elapsed=134.5s remaining=54441s
[generator_gate] SETA_Synth/ask_ubuntu__274 nop r0 status=executed reward=0.0 elapsed=309.1s remaining=54130s
[generator_gate] SETA_Synth/ask_ubuntu__274 oracle r1 status=executed reward=1.0 elapsed=318.7s remaining=54121s
[generator_gate] SETA_Synth/ask_ubuntu__274 oracle r0 status=executed reward=1.0 elapsed=322.0s remaining=54118s
[generator_gate] SETA_Synth/ask_ubuntu__274 nop r1 status=executed reward=0.0 elapsed=133.3s remaining=53997s
[generator_gate] SETA_Evolve/nl2bash__nl2bash_task_024__d1 oracle r1 status=executed reward=1.0 elapsed=156.3s remaining=53839s
[generator_gate] SETA_Evolve/nl2bash__nl2bash_task_024__d1 oracle r0 status=executed reward=1.0 elapsed=156.5s remaining=53838s
[generator_gate] SETA_Evolve/nl2bash__nl2bash_task_024__d1 nop r0 status=executed reward=0.0 elapsed=159.0s remaining=53836s
[generator_gate] SETA_Evolve/nl2bash__nl2bash_task_024__d1 nop r1 status=executed reward=0.0 elapsed=86.8s remaining=53752s
[generator_gate] SETA_Synth/ask_ubuntu__903 oracle r0 status=executed reward=1.0 elapsed=162.3s remaining=53583s
[generator_gate] SETA_Synth/ask_ubuntu__903 nop r0 status=executed reward=0.0 elapsed=162.3s remaining=53583s
[generator_gate] SETA_Synth/ask_ubuntu__903 oracle r1 status=executed reward=1.0 elapsed=162.9s remaining=53583s
[generator_gate] SETA_Synth/ask_ubuntu__903 nop r1 status=executed reward=0.0 elapsed=96.9s remaining=53486s
[generator_gate] SETA_Synth/stack_overflow__37361145 nop r0 status=executed reward=0.0 elapsed=161.7s remaining=53323s
[generator_gate] SETA_Synth/stack_overflow__37361145 oracle r0 status=executed reward=1.0 elapsed=161.8s remaining=53323s
[generator_gate] SETA_Synth/stack_overflow__37361145 oracle r1 status=executed reward=1.0 elapsed=166.9s remaining=53318s
[generator_gate] SETA_Synth/stack_overflow__37361145 nop r1 status=executed reward=0.0 elapsed=71.1s remaining=53252s
[generator_gate] SETA_Synth/unix_linux_se__199482 nop r0 status=executed reward=0.0 elapsed=85.7s remaining=53166s
[generator_gate] SETA_Synth/unix_linux_se__199482 oracle r0 status=executed reward=1.0 elapsed=90.7s remaining=53161s
[generator_gate] SETA_Synth/unix_linux_se__199482 oracle r1 status=executed reward=1.0 elapsed=91.1s remaining=53161s
[generator_gate] SETA_Synth/unix_linux_se__199482 nop r1 status=executed reward=0.0 elapsed=60.6s remaining=53105s
[generator_gate] SETA_Synth/ask_ubuntu__79 oracle r1 status=executed reward=1.0 elapsed=90.9s remaining=53014s
[generator_gate] SETA_Synth/ask_ubuntu__79 nop r0 status=executed reward=0.0 elapsed=91.3s remaining=53014s
[generator_gate] SETA_Synth/ask_ubuntu__79 oracle r0 status=executed reward=1.0 elapsed=96.3s remaining=53009s
[generator_gate] SETA_Synth/ask_ubuntu__79 nop r1 status=executed reward=0.0 elapsed=61.6s remaining=52953s
[generator_gate] prune after 180 tasks: images=0B builder=16820000000B
[generator_gate] SETA_Synth/ask_ubuntu__143 nop r0 status=executed reward=0.0 elapsed=66.8s remaining=52865s
[generator_gate] SETA_Synth/ask_ubuntu__143 oracle r0 status=executed reward=1.0 elapsed=80.6s remaining=52851s
[generator_gate] SETA_Synth/ask_ubuntu__143 oracle r1 status=executed reward=1.0 elapsed=85.9s remaining=52846s
[generator_gate] SETA_Synth/ask_ubuntu__143 nop r1 status=executed reward=0.0 elapsed=76.0s remaining=52789s
[generator_gate] SETA_Synth/ask_ubuntu__570 nop r0 status=executed reward=0.0 elapsed=105.5s remaining=52683s
[generator_gate] SETA_Synth/ask_ubuntu__570 oracle r1 status=executed reward=1.0 elapsed=121.5s remaining=52667s
[generator_gate] SETA_Synth/ask_ubuntu__570 oracle r0 status=executed reward=1.0 elapsed=125.6s remaining=52663s
[generator_gate] SETA_Synth/ask_ubuntu__570 nop r1 status=executed reward=0.0 elapsed=76.2s remaining=52607s
[generator_gate] SETA_Synth/unix_linux_se__14312 nop r0 status=executed reward=0.0 elapsed=218.2s remaining=52389s
[generator_gate] SETA_Synth/unix_linux_se__14312 oracle r1 status=executed reward=1.0 elapsed=223.3s remaining=52384s
[generator_gate] SETA_Synth/unix_linux_se__14312 oracle r0 status=executed reward=1.0 elapsed=227.8s remaining=52379s
[generator_gate] SETA_Synth/unix_linux_se__14312 nop r1 status=executed reward=0.0 elapsed=71.4s remaining=52317s
[generator_gate] SETA_Synth/nl2bash__771 oracle r0 status=executed reward=1.0 elapsed=135.8s remaining=52181s
[generator_gate] SETA_Synth/nl2bash__771 nop r0 status=executed reward=0.0 elapsed=142.1s remaining=52174s
[generator_gate] SETA_Synth/nl2bash__771 oracle r1 status=executed reward=1.0 elapsed=146.2s remaining=52170s
[generator_gate] SETA_Synth/nl2bash__771 nop r1 status=executed reward=0.0 elapsed=67.2s remaining=52113s
[generator_gate] SETA_Synth/kaggle_notebook__ryanholbrook_exercise-seasonality nop r0 status=executed reward=0.0 elapsed=172.6s remaining=51940s
[generator_gate] SETA_Synth/kaggle_notebook__ryanholbrook_exercise-seasonality oracle r1 status=executed reward=1.0 elapsed=173.1s remaining=51940s
[generator_gate] SETA_Synth/kaggle_notebook__ryanholbrook_exercise-seasonality oracle r0 status=executed reward=1.0 elapsed=188.2s remaining=51924s
[generator_gate] SETA_Synth/kaggle_notebook__ryanholbrook_exercise-seasonality nop r1 status=executed reward=0.0 elapsed=75.3s remaining=51865s
[generator_gate] SETA_Synth/kaggle_notebook__chirag19_time-series-analysis-with-python-beginner nop r0 status=executed reward=0.0 elapsed=146.3s remaining=51717s
[generator_gate] SETA_Synth/kaggle_notebook__chirag19_time-series-analysis-with-python-beginner oracle r0 status=executed reward=1.0 elapsed=156.3s remaining=51707s
[generator_gate] SETA_Synth/kaggle_notebook__chirag19_time-series-analysis-with-python-beginner oracle r1 status=executed reward=1.0 elapsed=161.3s remaining=51702s
[generator_gate] SETA_Synth/kaggle_notebook__chirag19_time-series-analysis-with-python-beginner nop r1 status=executed reward=0.0 elapsed=75.7s remaining=51642s
[generator_gate] SETA_Synth/stack_overflow__75282917 nop r0 status=executed reward=0.0 elapsed=106.3s remaining=51534s
[generator_gate] SETA_Synth/stack_overflow__75282917 oracle r0 status=executed reward=1.0 elapsed=110.4s remaining=51530s
[generator_gate] SETA_Synth/stack_overflow__75282917 oracle r1 status=executed reward=1.0 elapsed=111.3s remaining=51529s
[generator_gate] SETA_Synth/stack_overflow__75282917 nop r1 status=executed reward=0.0 elapsed=56.1s remaining=51478s
[generator_gate] SETA_Synth/stack_overflow__16570523_1 nop r0 status=executed reward=0.0 elapsed=187.1s remaining=51291s
[generator_gate] SETA_Synth/stack_overflow__16570523_1 oracle r1 status=executed reward=1.0 elapsed=192.4s remaining=51285s
[generator_gate] SETA_Synth/stack_overflow__16570523_1 oracle r0 status=executed reward=1.0 elapsed=192.3s remaining=51285s
[generator_gate] SETA_Synth/stack_overflow__16570523_1 nop r1 status=executed reward=0.0 elapsed=76.8s remaining=51214s
[generator_gate] SETA_Evolve/stack_overflow__2305973__b1 oracle r0 status=executed reward=1.0 elapsed=142.5s remaining=51070s
[generator_gate] SETA_Evolve/stack_overflow__2305973__b1 nop r0 status=executed reward=0.0 elapsed=143.0s remaining=51070s
[generator_gate] SETA_Evolve/stack_overflow__2305973__b1 oracle r1 status=executed reward=1.0 elapsed=146.5s remaining=51066s
[generator_gate] SETA_Evolve/stack_overflow__2305973__b1 nop r1 status=executed reward=0.0 elapsed=66.6s remaining=51004s
[generator_gate] SETA_Evolve/ask_ubuntu__568__d1 nop r0 status=executed reward=0.0 elapsed=96.4s remaining=50906s
[generator_gate] SETA_Evolve/ask_ubuntu__568__d1 oracle r0 status=executed reward=1.0 elapsed=96.4s remaining=50906s
[generator_gate] SETA_Evolve/ask_ubuntu__568__d1 oracle r1 status=executed reward=1.0 elapsed=96.4s remaining=50906s
[generator_gate] SETA_Evolve/ask_ubuntu__568__d1 nop r1 status=executed reward=0.0 elapsed=30.0s remaining=50876s
[generator_gate] SETA_Synth/unix_linux_se__17257 oracle r0 status=executed reward=1.0 elapsed=35.0s remaining=50841s
[generator_gate] SETA_Synth/unix_linux_se__17257 nop r0 status=executed reward=0.0 elapsed=35.0s remaining=50841s
[generator_gate] SETA_Synth/unix_linux_se__17257 oracle r1 status=executed reward=1.0 elapsed=35.0s remaining=50841s
[generator_gate] SETA_Synth/unix_linux_se__17257 nop r1 status=executed reward=0.0 elapsed=25.0s remaining=50816s
[generator_gate] SETA_Synth/kaggle_notebook__arezalo_diabetes-logistic-regression nop r0 status=executed reward=0.0 elapsed=90.0s remaining=50726s
[generator_gate] SETA_Synth/kaggle_notebook__arezalo_diabetes-logistic-regression oracle r0 status=executed reward=1.0 elapsed=100.0s remaining=50716s
[generator_gate] SETA_Synth/kaggle_notebook__arezalo_diabetes-logistic-regression oracle r1 status=executed reward=1.0 elapsed=100.0s remaining=50716s
[generator_gate] SETA_Synth/kaggle_notebook__arezalo_diabetes-logistic-regression nop r1 status=executed reward=0.0 elapsed=30.0s remaining=50696s
[generator_gate] SETA_Synth/ask_ubuntu__66 oracle r1 status=executed reward=1.0 elapsed=35.0s remaining=50661s
[generator_gate] SETA_Synth/ask_ubuntu__66 oracle r0 status=executed reward=1.0 elapsed=35.0s remaining=50661s
[generator_gate] SETA_Synth/ask_ubuntu__66 nop r0 status=executed reward=0.0 elapsed=35.0s remaining=50661s
[generator_gate] SETA_Synth/ask_ubuntu__66 nop r1 status=executed reward=0.0 elapsed=30.0s remaining=50631s
[generator_gate] SETA_Synth/nl2bash__894 oracle r1 status=executed reward=1.0 elapsed=85.0s remaining=50546s
[generator_gate] SETA_Synth/nl2bash__894 nop r0 status=executed reward=0.0 elapsed=85.0s remaining=50546s
[generator_gate] SETA_Synth/nl2bash__894 oracle r0 status=executed reward=1.0 elapsed=85.0s remaining=50546s
[generator_gate] SETA_Synth/nl2bash__894 nop r1 status=executed reward=0.0 elapsed=35.0s remaining=50511s
[generator_gate] SETA_Synth/stack_overflow__45040312 nop r0 status=executed reward=0.0 elapsed=65.0s remaining=50445s
[generator_gate] SETA_Synth/stack_overflow__45040312 oracle r1 status=executed reward=1.0 elapsed=70.0s remaining=50440s
[generator_gate] SETA_Synth/stack_overflow__45040312 oracle r0 status=executed reward=1.0 elapsed=70.0s remaining=50440s
[generator_gate] SETA_Synth/stack_overflow__45040312 nop r1 status=executed reward=0.0 elapsed=66.0s remaining=50379s
[generator_gate] SETA_Synth/kaggle_notebook__dirgahalimsusilo_klasifikasi-penyakit-jantung nop r0 status=executed reward=0.0 elapsed=126.4s remaining=50252s
[generator_gate] SETA_Synth/kaggle_notebook__dirgahalimsusilo_klasifikasi-penyakit-jantung oracle r1 status=executed reward=1.0 elapsed=151.4s remaining=50227s
[generator_gate] SETA_Synth/kaggle_notebook__dirgahalimsusilo_klasifikasi-penyakit-jantung oracle r0 status=executed reward=1.0 elapsed=161.5s remaining=50217s
[generator_gate] SETA_Synth/kaggle_notebook__dirgahalimsusilo_klasifikasi-penyakit-jantung nop r1 status=executed reward=0.0 elapsed=55.6s remaining=50197s
[generator_gate] SETA_Synth/unix_linux_se__83260 nop r0 status=executed reward=0.0 elapsed=83.0s remaining=50113s
[generator_gate] SETA_Synth/unix_linux_se__83260 oracle r0 status=executed reward=1.0 elapsed=86.6s remaining=50109s
[generator_gate] SETA_Synth/unix_linux_se__83260 oracle r1 status=executed reward=1.0 elapsed=87.5s remaining=50108s
[generator_gate] SETA_Synth/unix_linux_se__83260 nop r1 status=executed reward=0.0 elapsed=40.4s remaining=50072s
[generator_gate] SETA_Evolve/ask_ubuntu__1347__d1 oracle r0 status=executed reward=1.0 elapsed=142.8s remaining=49929s
[generator_gate] SETA_Evolve/ask_ubuntu__1347__d1 oracle r1 status=executed reward=1.0 elapsed=145.7s remaining=49926s
[generator_gate] SETA_Evolve/ask_ubuntu__1347__d1 nop r0 status=executed reward=0.0 elapsed=145.7s remaining=49926s
[generator_gate] SETA_Evolve/ask_ubuntu__1347__d1 nop r1 status=executed reward=0.0 elapsed=65.8s remaining=49863s
[generator_gate] SETA_Evolve/ask_ubuntu__1280__d1 nop r0 status=executed reward=0.0 elapsed=336.3s remaining=49526s
[generator_gate] SETA_Evolve/ask_ubuntu__1280__d1 oracle r1 status=executed reward=1.0 elapsed=353.3s remaining=49510s
[generator_gate] SETA_Evolve/ask_ubuntu__1280__d1 oracle r0 status=executed reward=1.0 elapsed=355.0s remaining=49508s
[generator_gate] SETA_Evolve/ask_ubuntu__1280__d1 nop r1 status=executed reward=0.0 elapsed=117.1s remaining=49409s
[generator_gate] SETA_Synth/stack_overflow__12290023 nop r0 status=executed reward=0.0 elapsed=161.9s remaining=49247s
[generator_gate] SETA_Synth/stack_overflow__12290023 oracle r1 status=executed reward=1.0 elapsed=167.1s remaining=49242s
[generator_gate] SETA_Synth/stack_overflow__12290023 oracle r0 status=executed reward=1.0 elapsed=172.1s remaining=49237s
[generator_gate] SETA_Synth/stack_overflow__12290023 nop r1 status=executed reward=0.0 elapsed=66.6s remaining=49180s
[generator_gate] prune after 200 tasks: images=0B builder=14670000000B
{
  "generator": "seta",
  "protocol": "verifier_invalid.fresh_environment.execution",
  "grade": "A",
  "verifier_kind": "execution",
  "adjudicator": "machine",
  "n": 200,
  "N": 4569,
  "seed": "gen-gate-seta-v0",
  "n_tasks": 200,
  "n_rows": 800,
  "n_trials": 800,
  "n_executed": 798,
  "n_infra_trials": 2,
  "n_timeout_trials": 0,
  "n_no_reference": 0,
  "n_judge_stratum": 0,
  "n_invalid": 1,
  "n_valid": 198,
  "n_unadjudicated_tasks": 1,
  "n_infra_tasks": 1,
  "wall_clock_total": 37234.13332189433,
  "maintenance": [
    {
      "event": "prune",
      "after_tasks": 20,
      "ts": "2026-09-14T05:50:03+00:00",
      "image_bytes": 0,
      "builder_bytes": 19560000000,
      "networks_pruned": 0
    },
    {
      "event": "prune",
      "after_tasks": 40,
      "ts": "2026-09-14T06:27:32+00:00",
      "image_bytes": 0,
      "builder_bytes": 16700000000,
      "networks_pruned": 0
    },
    {
      "event": "prune",
      "after_tasks": 60,
      "ts": "2026-09-14T07:37:11+00:00",
      "image_bytes": 0,
      "builder_bytes": 16579999999,
      "networks_pruned": 0
    },
    {
      "event": "prune",
      "after_tasks": 80,
      "ts": "2026-09-14T08:24:19+00:00",
      "image_bytes": 0,
      "builder_bytes": 15560000000,
      "networks_pruned": 0
    },
    {
      "event": "prune",
      "after_tasks": 100,
      "ts": "2026-09-14T09:42:26+00:00",
      "image_bytes": 0,
      "builder_bytes": 12460000000,
      "networks_pruned": 0
    },
    {
      "event": "prune",
      "after_tasks": 120,
      "ts": "2026-09-14T10:49:19+00:00",
      "image_bytes": 0,
      "builder_bytes": 10150000000,
      "networks_pruned": 0
    },
    {
      "event": "prune",
      "after_tasks": 140,
      "ts": "2026-09-14T11:50:44+00:00",
      "image_bytes": 0,
      "builder_bytes": 13340000000,
      "networks_pruned": 0
    },
    {
      "event": "prune",
      "after_tasks": 160,
      "ts": "2026-09-14T13:03:34+00:00",
      "image_bytes": 0,
      "builder_bytes": 14480000000,
      "networks_pruned": 0
    },
    {
      "event": "prune",
      "after_tasks": 180,
      "ts": "2026-09-14T14:18:38+00:00",
      "image_bytes": 0,
      "builder_bytes": 16820000000,
      "networks_pruned": 0
    },
    {
      "event": "prune",
      "after_tasks": 200,
      "ts": "2026-09-14T15:21:24+00:00",
      "image_bytes": 0,
      "builder_bytes": 14670000000,
      "networks_pruned": 0
    }
  ],
  "certificate": {
    "path": "data/gold/gen_gate_seta.certificate.json",
    "decision": "incomplete",
    "complete": false,
    "k_invalid": null,
    "p_hat": null,
    "ucb95": null,
    "method": null,
    "epsilon": 0.05,
    "n_unadjudicated": 1,
    "strata": {
      "execution": 200
    }
  }
}
=== seta done 2026-09-14T11:21:24-04:00 rc=0
[generator_gate] tasks=200 k=2 probes=['oracle', 'nop'] concurrency=2 resume_rows=800 done=798 budget_sec=86400
[generator_gate] prune after 20 tasks: images=0B builder=0B
[generator_gate] prune after 40 tasks: images=0B builder=0B
[generator_gate] prune after 60 tasks: images=0B builder=0B
[generator_gate] prune after 80 tasks: images=0B builder=0B
[generator_gate] prune after 100 tasks: images=0B builder=0B
[generator_gate] prune after 120 tasks: images=0B builder=0B
[generator_gate] prune after 140 tasks: images=0B builder=0B
[generator_gate] prune after 160 tasks: images=0B builder=0B
[generator_gate] SETA_Evolve/ask_ubuntu__13__d1 oracle r0 status=executed reward=1.0 elapsed=273.9s remaining=86038s
[generator_gate] SETA_Evolve/ask_ubuntu__13__d1 nop r0 status=executed reward=0.0 elapsed=70.6s remaining=85968s
[generator_gate] prune after 180 tasks: images=0B builder=774100000B
[generator_gate] prune after 200 tasks: images=0B builder=0B
{
  "generator": "seta",
  "protocol": "verifier_invalid.fresh_environment.execution",
  "grade": "A",
  "verifier_kind": "execution",
  "adjudicator": "machine",
  "probes": [
    "oracle",
    "nop"
  ],
  "one_sided": false,
  "n": 200,
  "N": 4569,
  "seed": "gen-gate-seta-v0",
  "n_tasks": 200,
  "n_rows": 802,
  "n_trials": 800,
  "n_executed": 800,
  "n_infra_trials": 0,
  "n_timeout_trials": 0,
  "n_no_reference": 0,
  "n_judge_stratum": 0,
  "n_invalid": 1,
  "n_valid": 199,
  "n_unadjudicated_tasks": 0,
  "n_infra_tasks": 0,
  "wall_clock_total": 457.81256994977593,
  "maintenance": [
    {
      "event": "prune",
      "after_tasks": 20,
      "ts": "2026-09-14T15:22:15+00:00",
      "image_bytes": 0,
      "builder_bytes": 0,
      "networks_pruned": 0
    },
    {
      "event": "prune",
      "after_tasks": 40,
      "ts": "2026-09-14T15:22:23+00:00",
      "image_bytes": 0,
      "builder_bytes": 0,
      "networks_pruned": 0
    },
    {
      "event": "prune",
      "after_tasks": 60,
      "ts": "2026-09-14T15:22:30+00:00",
      "image_bytes": 0,
      "builder_bytes": 0,
      "networks_pruned": 0
    },
    {
      "event": "prune",
      "after_tasks": 80,
      "ts": "2026-09-14T15:22:40+00:00",
      "image_bytes": 0,
      "builder_bytes": 0,
      "networks_pruned": 0
    },
    {
      "event": "prune",
      "after_tasks": 100,
      "ts": "2026-09-14T15:22:50+00:00",
      "image_bytes": 0,
      "builder_bytes": 0,
      "networks_pruned": 0
    },
    {
      "event": "prune",
      "after_tasks": 120,
      "ts": "2026-09-14T15:23:04+00:00",
      "image_bytes": 0,
      "builder_bytes": 0,
      "networks_pruned": 0
    },
    {
      "event": "prune",
      "after_tasks": 140,
      "ts": "2026-09-14T15:23:17+00:00",
      "image_bytes": 0,
      "builder_bytes": 0,
      "networks_pruned": 0
    },
    {
      "event": "prune",
      "after_tasks": 160,
      "ts": "2026-09-14T15:23:30+00:00",
      "image_bytes": 0,
      "builder_bytes": 0,
      "networks_pruned": 0
    },
    {
      "event": "prune",
      "after_tasks": 180,
      "ts": "2026-09-14T15:29:30+00:00",
      "image_bytes": 0,
      "builder_bytes": 774100000,
      "networks_pruned": 0
    },
    {
      "event": "prune",
      "after_tasks": 200,
      "ts": "2026-09-14T15:29:46+00:00",
      "image_bytes": 0,
      "builder_bytes": 0,
      "networks_pruned": 0
    }
  ],
  "certificate": {
    "path": "data/gold/gen_gate_seta.certificate.json",
    "decision": "release",
    "complete": true,
    "k_invalid": 1,
    "p_hat": 0.005,
    "ucb95": 0.023199824906981834,
    "method": "hypergeometric-one-sided",
    "epsilon": 0.05,
    "n_unadjudicated": 0,
    "strata": {
      "execution": 200
    }
  }
}
